Event Date,Key,Product,Product Family,Year,Month,Order to Batch Creation,Batch Creation to Packaging,Packaging to QA Release,Order Creation to QA Release
18-Dec-15,10170224H0020H14,MIRCERA 360MCG/0.6ML 1ASRG KR,MIRCERA ,2015,12,42,4,15,61
18-Dec-15,10159515B8009H14,AVASTIN 400MG/16ML 1VIAL BG,AVASTIN ,2015,12,41,12,1,54
18-Dec-15,10131081H6275H09,BONIVA 3MG/3ML 1ASRG US,BONIVA ,2015,12,60,22,0,82
18-Dec-15,10159519B8012H10,AVASTIN 400MG/16ML 1VIAL ELL,AVASTIN ,2015,12,56,21,3,80
18-Dec-15,10159235H4634H01,HERCEPTI 150MG 1VILY IV ELL,HERCEPTI ,2015,12,17,25,3,45
18-Dec-15,10109015H6219H08,NEORECOR 5000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,12,66,25,3,94
18-Dec-15,10108986H0631H02,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,NEORECOR ,2015,12,66,10,13,89
18-Dec-15,10109012H6219H07,NEORECOR 5000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECOR ,2015,12,66,15,1,82
18-Dec-15,10108957H6300H01,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,12,61,15,0,76
18-Dec-15,10159535B8012H05,AVASTIN 400MG/16ML 1VIAL RO,AVASTIN ,2015,12,38,11,4,53
18-Dec-15,10159239H4638H03,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTI ,2015,12,60,17,3,80
18-Dec-15,10110635H0840H06,NEORECOR 2000IU/.3ML 6 ASRG TR,NEORECOR ,2015,12,70,18,0,88
18-Dec-15,10159033B8008H03,AVASTIN 100MG/4ML 1VIAL DK-NO-IS,AVASTIN ,2015,12,52,17,0,69
18-Dec-15,10142060H0672H01,RECORMON 4000IU/0.3ML 6ASRG PRISA,RECORMON ,2015,12,59,22,3,84
18-Dec-15,10142054H0839H03,RECORMON 2000IU/0.3ML 6ASRG PRISA,RECORMON ,2015,12,45,10,0,55
21-Dec-15,10159245H4635H01,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTI ,2015,12,24,21,0,45
21-Dec-15,10159245H4636H01,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTI ,2015,12,24,20,1,45
21-Dec-15,10161798H0550H02,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,71,6,15,92
21-Dec-15,10161794H0531H04,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,39,10,3,52
21-Dec-15,10161795H0578H01,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,80,20,0,100
21-Dec-15,10161795H0577H04,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,77,14,1,92
21-Dec-15,10161795H0578H01,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,80,20,0,100
21-Dec-15,10161796H0574H01,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,53,7,5,65
21-Dec-15,10161796H0575H01,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,28,4,5,37
21-Dec-15,10161796H0575H02,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,57,2,4,63
21-Dec-15,10161794H0533H02,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,80,19,0,99
21-Dec-15,10161794H0533H02,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,80,19,0,99
21-Dec-15,10161796H0575H03,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,77,15,1,93
21-Dec-15,10161796H0571H03,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,53,7,31,91
21-Dec-15,10161796H0575H03,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2015,12,77,15,1,93
21-Dec-15,10166288H0578H04,MIRCERA 100MCG/0.3ML 1ASRG PK,MIRCERA ,2015,12,63,7,14,84
21-Dec-15,10166286H0530H16,MIRCERA 50MCG/0.3ML 1ASRG PK,MIRCERA ,2015,12,36,6,17,59
21-Dec-15,10166287H0572H39,MIRCERA 75MCG/0.3ML 1ASRG PK,MIRCERA ,2015,12,35,1,20,56
21-Dec-15,10166289H0552H31,MIRCERA 150MCG/0.3ML 1ASRG PK,MIRCERA ,2015,12,43,6,32,81
21-Dec-15,10140267H0530H24,MIRCERA 50MCG/0.3ML 1ASRG PE,MIRCERA ,2015,12,57,6,18,81
21-Dec-15,10166290H0549H35,MIRCERA 200MCG/0.3ML 1ASRG PK,MIRCERA ,2015,12,44,5,10,59
21-Dec-15,10094790H6265H07,BONVIVA 3MG/3ML 1 ASRG BR,BONVIVA ,2015,12,42,31,0,73
21-Dec-15,10159040B8006H34,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN ,2015,12,48,12,3,63
21-Dec-15,10159031B8006H33,AVASTIN 100MG/4ML 1VIAL DE,AVASTIN ,2015,12,41,25,0,66
22-Dec-15,10169190H0141H14,PERJETA 420MG/14ML 1VIAL BE,PERJETA ,2015,12,48,22,1,71
22-Dec-15,10169190H0147H01,PERJETA 420MG/14ML 1VIAL BE,PERJETA ,2015,12,52,19,0,71
22-Dec-15,10169193H0145H01,PERJETA 420MG/14ML 1VIAL DE,PERJETA ,2015,12,71,15,4,90
22-Dec-15,10169193H0147H08,PERJETA 420MG/14ML 1VIAL DE,PERJETA ,2015,12,59,20,0,79
22-Dec-15,10169195H0141H10,PERJETA 420MG/14ML 1VIAL ELL,PERJETA ,2015,12,44,26,1,71
22-Dec-15,10169196H0141H07,PERJETA 420MG/14ML 1VIAL ES,PERJETA ,2015,12,35,20,1,56
22-Dec-15,10169196H0141H01,PERJETA 420MG/14ML 1VIAL ES,PERJETA ,2015,12,28,15,1,44
22-Dec-15,10169197H0147H05,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA ,2015,12,59,20,0,79
22-Dec-15,10169197H0141H06,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA ,2015,12,30,14,0,44
22-Dec-15,10169198H0141H04,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA ,2015,12,28,16,0,44
22-Dec-15,10169198H0141H04,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA ,2015,12,28,16,0,44
22-Dec-15,10169198H0147H02,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA ,2015,12,52,19,0,71
22-Dec-15,10169204H0147H06,PERJETA 420MG/14ML 1VIAL PT,PERJETA ,2015,12,59,20,0,79
22-Dec-15,10169206H0141H13,PERJETA 420MG/14ML 1VIAL SE-FI,PERJETA ,2015,12,45,25,1,71
22-Dec-15,10169207H0141H11,PERJETA 420MG/14ML 1VIAL SK,PERJETA ,2015,12,44,13,0,57
22-Dec-15,10159040B8008H02,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN ,2015,12,44,13,0,57
22-Dec-15,10159522B8009H07,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,12,23,22,3,48
23-Dec-15,10169194H0141H05,PERJETA 420MG/14ML 1VIAL DK-NO-IS,PERJETA ,2015,12,27,9,0,36
23-Dec-15,10169199H0141H09,PERJETA 420MG/14ML 1VIAL GR-CY,PERJETA ,2015,12,35,19,1,55
23-Dec-15,10169203H0141H12,PERJETA 420MG/14ML 1VIAL PL,PERJETA ,2015,12,43,13,0,56
23-Dec-15,10169194H0141H05,PERJETA 420MG/14ML 1VIAL DK-NO-IS,PERJETA ,2015,12,27,9,0,36
23-Dec-15,10159522B8013H04,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,12,54,18,3,75
4-Jan-16,10109008H6216H11,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,0,4,14,-59
5-Jan-16,10111641H0512H06,BONDRONA 2MG/2ML 1VIAL FE,BONDRONA ,2016,1,35,8,0,43
7-Jan-16,10108971H6222H08,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,0,35,1,15
7-Jan-16,10109001H0571H05,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,0,38,0,21
11-Jan-16,10108980H0630H17,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,NEORECOR ,2016,1,0,18,3,21
11-Jan-16,10108949H6304H01,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2016,1,0,41,0,14
11-Jan-16,10169189H0141H08,PERJETA 420MG/14ML 1VIAL AT,PERJETA ,2016,1,15,20,1,36
14-Jan-16,10108970H0571H04,NEORECOR 3000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,0,35,1,0
14-Jan-16,10108950H6297H06,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,27,21,0,48
19-Jan-16,10168695B2053H13,ROACTEM 200MG/10ML 1VIAL IV DK-NO-IS,ROACTEM ,2016,1,16,11,1,28
19-Jan-16,10168705B2053H14,ROACTEM 200MG/10ML 1VIAL IV NL,ROACTEM ,2016,1,16,12,1,29
20-Jan-16,10109000H0571H04,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,0,32,1,0
27-Jan-16,10161794H0531H05,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,16,10,2,28
27-Jan-16,10161795H0576H05,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,8,6,8,22
27-Jan-16,10161795H0577H01,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,8,6,8,22
27-Jan-16,10161795H0577H03,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,14,6,8,28
27-Jan-16,10161798H0550H01,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,20,9,7,36
27-Jan-16,10161795H0577H03,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA ,2016,1,14,6,8,28
27-Jan-16,10095635H0548H27,MIRCERA 120MCG/0.3ML 1ASRG CZSKHUSI,MIRCERA ,2016,1,22,4,21,47
27-Jan-16,10095584H0530H26,MIRCERA 50MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA ,2016,1,20,6,21,47
27-Jan-16,10108970H6225H02,NEORECOR 3000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,49,21,1,71
27-Jan-16,10109019H6216H01,NEORECOR 6000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,48,22,1,71
27-Jan-16,10109000H0577H06,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,57,32,1,90
27-Jan-16,10108950H6297H06,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,14,21,0,35
27-Jan-16,10109006H0651H08,NEORECOR 5000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,42,22,0,64
27-Jan-16,10071577H6271H05,BONVIVA 3MG/3ML 1ASRG CZ-SK,BONVIVA ,2016,1,29,25,1,55
27-Jan-16,10108931H0695H06,NEORECOR 50000IU 1 VILY CZ-SK,NEORECOR ,2016,1,1,33,14,48
27-Jan-16,10071577H6271H05,BONVIVA 3MG/3ML 1ASRG CZ-SK,BONVIVA ,2016,1,29,25,1,55
27-Jan-16,10108970H6225H02,NEORECOR 3000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,49,21,1,71
27-Jan-16,10109006H0651H08,NEORECOR 5000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2016,1,42,22,0,64
27-Jan-16,10108979H0631H03,NEORECOR 30000IU/.6ML 1 ASRG HU-SI,NEORECOR ,2016,1,27,24,4,55
27-Jan-16,10159243H4636H06,HERCEPTI 150MG 1VILY IV HU,HERCEPTI ,2016,1,16,19,0,35
27-Jan-16,10083396H0697H03,RECORMON 50000IU 1VILY BA,RECORMON ,2016,1,22,15,18,55
27-Jan-16,10110646H6300H02,RECORMON 2000IU/.3ML 6 ASRG BA,RECORMON ,2016,1,26,28,1,55
27-Jan-16,10144938H0672H05,NEORECOR 4000IU/0.3ML 6ASRG HR,NEORECOR ,2016,1,49,29,1,79
27-Jan-16,10168699B2053H17,ROACTEM 200MG/10ML 1VIAL IV FI,ROACTEM ,2016,1,33,10,0,43
27-Jan-16,10169938B2045H25,ROACTEM 80MG/4ML 1VIAL IV HU,ROACTEM ,2016,1,37,19,0,56
27-Jan-16,10168757B2045H19,ROACTEM 80MG/4ML 1VIAL IV IT-CLIN,ROACTEM ,2016,1,36,15,4,55
27-Jan-16,10168761B2045H18,ROACTEM 80MG/4ML 1VIAL IV RO,ROACTEM ,2016,1,36,12,0,48
27-Jan-16,10168758B2045H22,ROACTEM 80MG/4ML 1VIAL IV NL,ROACTEM ,2016,1,36,13,5,54
27-Jan-16,10168742B3008H15,ROACTEM 400MG/20ML 1VIAL IV RO,ROACTEM ,2016,1,36,15,4,55
27-Jan-16,10168689B2053H16,ROACTEM 200MG/10ML 1VIAL IV AT,ROACTEM ,2016,1,33,10,0,43
27-Jan-16,10168733B3008H13,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,ROACTEM ,2016,1,34,15,0,49
27-Jan-16,10168749B3008H12,ROACTEM 400MG/20ML 1VIAL IV SK,ROACTEM ,2016,1,34,16,5,55
27-Jan-16,10168714B2053H18,ROACTEM 200MG/10ML 1VIAL IV HR,ROACTEM ,2016,1,33,16,0,49
27-Jan-16,10168754B2045H24,ROACTEM 80MG/4ML 1VIAL IV GB-CHU,ROACTEM ,2016,1,37,19,0,56
27-Jan-16,10168750B2045H21,ROACTEM 80MG/4ML 1VIAL IV ES,ROACTEM ,2016,1,36,13,5,54
27-Jan-16,10108999H0575H04,NEORECOR 500IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2016,1,43,19,0,62
27-Jan-16,10108988H6260H01,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2016,1,63,8,1,72
27-Jan-16,10109007H0651H07,NEORECOR 5000IU/.3ML 1 ASRG FR-CLIN,NEORECOR ,2016,1,42,26,1,69
27-Jan-16,10108968H6225H05,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2016,1,55,16,1,72
27-Jan-16,10108978H0631H04,NEORECOR 30000IU/.6ML 1 ASRG FR-CLIN,NEORECOR ,2016,1,42,22,0,64
27-Jan-16,10109003H0575H02,NEORECOR 500IU/.3ML 6 ASRG FR,NEORECOR ,2016,1,34,23,5,62
27-Jan-16,10108937H6209H22,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,NEORECOR ,2016,1,37,45,1,83
27-Jan-16,10159237H4642H01,HERCEPTI 150MG 1VILY IV FR-CLIN,HERCEPTI ,2016,1,20,13,1,34
27-Jan-16,10108954H0841H06,NEORECOR 2000IU/.3ML 6 ASRG FR,NEORECOR ,2016,1,54,18,3,75
27-Jan-16,10108948H0840H11,NEORECOR 2000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2016,1,41,21,0,62
27-Jan-16,10108936H0692H06,NEORECOR 50000IU 1 VILY PL,NEORECOR ,2016,1,22,19,22,63
27-Jan-16,10108936H0693H08,NEORECOR 50000IU 1 VILY PL,NEORECOR ,2016,1,22,19,24,65
27-Jan-16,10108936H0699H02,NEORECOR 50000IU 1 VILY PL,NEORECOR ,2016,1,22,22,19,63
27-Jan-16,10108957H6300H07,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,37,19,6,62
27-Jan-16,10108957H6309H01,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,37,25,1,63
27-Jan-16,10159250H4638H02,HERCEPTI 150MG 1VILY IV PL,HERCEPTI ,2016,1,16,26,0,42
27-Jan-16,10109026H6215H13,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,33,18,3,54
27-Jan-16,10159533B8013H02,AVASTIN 400MG/16ML 1VIAL PL,AVASTIN ,2016,1,19,18,3,40
27-Jan-16,10159048B8008H09,AVASTIN 100MG/4ML 1VIAL PL,AVASTIN ,2016,1,28,23,3,54
27-Jan-16,10168739B3008H14,ROACTEM 400MG/20ML 1VIAL IV PL,ROACTEM ,2016,1,34,15,0,49
27-Jan-16,10110658H0572H04,NEORECOR 3000IU/0.3ML 6ASRG AU-NZ,NEORECOR ,2016,1,34,35,1,70
27-Jan-16,10110604H0637H11,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,NEORECOR ,2016,1,43,35,1,79
27-Jan-16,10110604H0638H04,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,NEORECOR ,2016,1,43,35,1,79
27-Jan-16,10110664H0672H03,NEORECOR 4000IU/0.3ML 6ASRG AU-NZ,NEORECOR ,2016,1,33,31,0,64
27-Jan-16,10075877H6268H07,BONVIVA 3MG/3ML 1ASRG BG,BONVIVA ,2016,1,42,15,5,62
27-Jan-16,10108975H6225H03,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,49,28,1,78
27-Jan-16,10108957H6308H03,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,37,18,1,56
27-Jan-16,10109015H6219H11,NEORECOR 5000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,42,35,1,78
27-Jan-16,10153440H6271H03,BONVIVA 3MG/3ML 1ASRG LT,BONVIVA ,2016,1,26,25,4,55
27-Jan-16,10108952H0841H10,NEORECOR 2000IU/.3ML 6 ASRG ELL,NEORECOR ,2016,1,64,19,1,84
27-Jan-16,10159034B8006H35,AVASTIN 100MG/4ML 1VIAL ELL,AVASTIN ,2016,1,23,31,1,55
27-Jan-16,10108957H6300H01,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2016,1,21,15,0,36
27-Jan-16,10159253H4638H05,HERCEPTI 150MG 1VILY IV RO,HERCEPTI ,2016,1,20,17,4,41
27-Jan-16,10159050B8008H04,AVASTIN 100MG/4ML 1VIAL RO,AVASTIN ,2016,1,23,31,1,55
27-Jan-16,10108952H0841H10,NEORECOR 2000IU/.3ML 6 ASRG ELL,NEORECOR ,2016,1,64,19,1,84
27-Jan-16,10108941H6209H23,NEORECOR 10000IU/.6ML 6 ASRG ELL,NEORECOR ,2016,1,47,22,1,70
27-Jan-16,10108976H0572H07,NEORECOR 3000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,50,21,1,72
27-Jan-16,10168695B2053H13,ROACTEM 200MG/10ML 1VIAL IV DK-NO-IS,ROACTEM ,2016,1,8,11,1,20
27-Jan-16,10159034B8006H35,AVASTIN 100MG/4ML 1VIAL ELL,AVASTIN ,2016,1,23,31,1,55
27-Jan-16,10108958H6300H05,NEORECOR 2000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,27,27,1,55
27-Jan-16,10108976H0572H07,NEORECOR 3000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,50,21,1,72
27-Jan-16,10109027H0615H08,NEORECOR 6000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,43,35,1,79
27-Jan-16,10109027H0616H06,NEORECOR 6000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,43,34,1,78
27-Jan-16,10159536B8013H12,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN ,2016,1,54,16,1,71
27-Jan-16,10108998H0672H06,NEORECOR 4000IU/.3ML 6 ASRG SC,NEORECOR ,2016,1,50,28,1,79
27-Jan-16,10109001H0577H01,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,50,14,0,64
27-Jan-16,10071574H6271H10,BONVIVA 3MG/3ML 1ASRG BE,BONVIVA ,2016,1,34,20,2,56
27-Jan-16,10159228H4646H06,HERCEPTI 150MG 1VILY IV BE,HERCEPTI ,2016,1,70,14,5,89
27-Jan-16,10159228H4647H01,HERCEPTI 150MG 1VILY IV BE,HERCEPTI ,2016,1,70,14,5,89
27-Jan-16,10109008H0651H09,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,42,23,0,65
27-Jan-16,10108971H6224H11,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,47,23,1,71
27-Jan-16,10159514B8013H09,AVASTIN 400MG/16ML 1VIAL BE,AVASTIN ,2016,1,42,27,1,70
27-Jan-16,10159027B8008H07,AVASTIN 100MG/4ML 1VIAL BE,AVASTIN ,2016,1,23,31,1,55
27-Jan-16,10108940H6209H20,NEORECOR 10000IU/.6ML 6 ASRG DEATBENL,NEORECOR ,2016,1,37,27,0,64
27-Jan-16,10108983H0630H22,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECOR ,2016,1,0,12,9,7
27-Jan-16,10159518B8009H13U1,AVASTIN 400MG/16ML 1VIAL DK-NO-IS,AVASTIN ,2016,1,27,42,1,70
27-Jan-16,10108956H0841H04,NEORECOR 2000IU/.3ML 6 ASRG NO,NEORECOR ,2016,1,54,25,3,82
27-Jan-16,10108945H6209H15,NEORECOR 10000IU/.6ML 6 ASRG NO,NEORECOR ,2016,1,7,8,0,15
27-Jan-16,10159254H4638H07,HERCEPTI 150MG 1VILY IV SE-FI,HERCEPTI ,2016,1,37,19,6,62
27-Jan-16,10159254H4643H03,HERCEPTI 150MG 1VILY IV SE-FI,HERCEPTI ,2016,1,40,14,2,56
27-Jan-16,10159536B8009H15,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN ,2016,1,15,20,0,35
27-Jan-16,10110671H0672H07,RECORMON 4000IU/.3ML 6 ASRG CH,RECORMON ,2016,1,55,23,1,79
27-Jan-16,10110659H0572H06,RECORMON 3000IU/.3ML 6 ASRG CH,RECORMON ,2016,1,49,28,1,78
27-Jan-16,10110608H0636H14,RECORMON 10000IU/.6ML 6 ASRG CH,RECORMON ,2016,1,29,20,6,55
27-Jan-16,10110681H0651H10,RECORMON 5000IU/.3ML 6 ASRG CH,RECORMON ,2016,1,42,28,1,71
27-Jan-16,10108983H0630H22,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECOR ,2016,1,0,12,9,7
27-Jan-16,10159526B8013H06,AVASTIN 400MG/16ML 1VIAL NL,AVASTIN ,2016,1,41,23,0,64
27-Jan-16,10159047B8008H06,AVASTIN 100MG/4ML 1VIAL NL,AVASTIN ,2016,1,23,28,3,54
27-Jan-16,10159248H4638H06,HERCEPTI 150MG 1VILY IV NL,HERCEPTI ,2016,1,37,20,5,62
27-Jan-16,10169202H0155H04,PERJETA 420MG/14ML 1VIAL NL,PERJETA ,2016,1,62,20,1,83
27-Jan-16,10109020H0616H09,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,63,27,1,91
27-Jan-16,10108991H6259H03,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,50,28,1,79
27-Jan-16,10145647H6271H07,BONVIVA 3MG/3ML 1ASRG CO,BONVIVA ,2016,1,29,25,1,55
27-Jan-16,10142052H0839H10,RECORMON 2000IU/0.3ML 6ASRG CO,RECORMON ,2016,1,35,21,6,62
27-Jan-16,10142057H0631H12,RECORMON 30000IU/0.6ML 1ASRG EC,RECORMON ,2016,1,68,7,1,76
27-Jan-16,10142061H0651H04,RECORMON 5000IU/0.3ML 6ASRG EC,RECORMON ,2016,1,33,15,1,49
27-Jan-16,10109001H0577H01,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,50,14,0,64
27-Jan-16,10108940H6209H20,NEORECOR 10000IU/.6ML 6 ASRG DEATBENL,NEORECOR ,2016,1,37,27,0,64
27-Jan-16,10079911H6271H08,BONVIVA 3MG/3ML 1ASRG AT,BONVIVA ,2016,1,34,20,1,55
27-Jan-16,10108991H6259H03,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,50,28,1,79
27-Jan-16,10108951H6308H02,NEORECOR 2000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,36,20,0,56
27-Jan-16,10159226H4637H02,HERCEPTI 150MG 1VILY IV AT,HERCEPTI ,2016,1,20,17,3,40
27-Jan-16,10159226H4638H04,HERCEPTI 150MG 1VILY IV AT,HERCEPTI ,2016,1,20,17,4,41
27-Jan-16,10109008H0651H09,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,42,23,0,65
27-Jan-16,10159026B8008H05,AVASTIN 100MG/4ML 1VIAL AT,AVASTIN ,2016,1,23,28,3,54
27-Jan-16,10109008H0651H09,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,42,23,0,65
27-Jan-16,10168698B2053H20,ROACTEM 200MG/10ML 1VIAL IV ES,ROACTEM ,2016,1,33,18,4,55
27-Jan-16,10109002H0574H06,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECOR ,2016,1,34,16,4,54
27-Jan-16,10140048H0691H06,NEORECOR 50000IU 1VILY ES,NEORECOR ,2016,1,1,14,33,48
27-Jan-16,10159520B8013H10,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN ,2016,1,42,27,1,70
27-Jan-16,10108972H6225H01,NEORECOR 3000IU/.3ML 6 ASRG ES-PT,NEORECOR ,2016,1,37,25,0,62
27-Jan-16,10159236H4645H01,HERCEPTI 150MG 1VILY IV ES,HERCEPTI ,2016,1,20,17,3,40
27-Jan-16,10108953H6309H02,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,NEORECOR ,2016,1,37,31,1,69
27-Jan-16,10108984H0630H30,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,NEORECOR ,2016,1,26,10,13,49
27-Jan-16,10159236H4645H01,HERCEPTI 150MG 1VILY IV ES,HERCEPTI ,2016,1,20,17,3,40
27-Jan-16,10145649H6271H02,BONVIVA 3MG/3ML 1ASRG PRISA,BONVIVA ,2016,1,26,18,3,47
27-Jan-16,10067621H0697H01,RECORMON 50000IU 1 VILY MX,RECORMON ,2016,1,1,27,14,42
27-Jan-16,10084182H6271H09,BONVIVA 3MG/3ML 1ASRG MX,BONVIVA ,2016,1,34,20,1,55
27-Jan-16,10067621H0699H01,RECORMON 50000IU 1 VILY MX,RECORMON ,2016,1,22,19,22,63
27-Jan-16,10067621H0697H02,RECORMON 50000IU 1 VILY MX,RECORMON ,2016,1,1,33,21,55
27-Jan-16,10159040B8008H15,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN ,2016,1,50,21,1,72
27-Jan-16,10159522B8011H05,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2016,1,55,22,1,78
27-Jan-16,10159241H4643H05,HERCEPTI 150MG 1VILY IV GR,HERCEPTI ,2016,1,40,15,7,62
27-Jan-16,10140399H6271H01,BONVIVA 3MG/3ML 1ASRG PE,BONVIVA ,2016,1,26,16,0,42
27-Jan-16,10140400H1088H10,BONDRONA 6MG/6ML 1VIAL PE,BONDRONA ,2016,1,33,21,1,55
27-Jan-16,10108951H6308H02,NEORECOR 2000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,36,20,0,56
27-Jan-16,10109008H0651H09,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2016,1,42,23,0,65
27-Jan-16,10098964H0579H15,MIRCERA 75MCG/.3ML 1 ASRG DE,MIRCERA ,2016,1,62,9,1,72
